,id,adult_males,subadult_males,adult_females,juveniles,pups,r_mean,g_mean,b_mean,r_std,g_std,b_std,r_max,g_max,b_max,r_min,g_min,b_min,r_kurtosis,g_kurtosis,b_kurtosis,r_skewness,g_skewness,b_skewness
126,126,35,14,127,7,117,122.53039567,123.053558887,123.603048543,54.8614409667,53.5101605799,51.4024406223,255,255,255,19,20,18,-1.19130614844,-1.00511634855,-0.635002371737,0.350431392879,0.429793908196,0.57272015161
127,127,1,10,15,65,0,91.301110722,95.9841994927,102.111899342,64.4219972695,65.7401641085,66.2981750378,255,255,255,2,11,10,0.211620078097,-0.0241437903901,-0.0836599859518,1.28607773767,1.20387800799,1.15507602388
128,128,11,22,53,43,0,104.663308622,108.125808008,108.00810465,45.2648475264,42.9579528251,43.278829387,255,255,255,20,2,2,3.39238108369,4.10242152123,4.05862347062,1.96647545673,1.84047827572,1.73875043998
129,129,0,3,0,43,0,114.978153605,125.672845471,124.54209759,34.856441894,25.8623716329,23.9895746688,255,255,255,33,26,17,2.10201736915,6.06076339908,9.27462854126,1.04057293006,1.74152954898,2.37014162087
130,130,13,30,43,17,0,148.864238544,149.068038698,149.840000201,72.0427251683,74.3549297241,75.2346890688,255,255,255,13,13,13,-1.47897634905,-1.52781309616,-1.5469290008,0.265361431772,0.260624373501,0.260698802342
131,131,5,11,25,73,2,80.479265611,83.4590957236,85.0245403392,26.5671427433,22.6854049303,21.2558172285,255,255,255,15,15,14,21.5915916154,23.9072588195,23.6616419985,4.35588703048,4.34624606938,4.06130221885
132,132,2,2,0,0,0,56.8416757523,65.8964140572,60.7731058483,38.137203481,38.5222630344,38.2898131035,249,249,255,1,3,1,1.03135633908,-0.236057104713,0.0263485574884,0.90887939069,0.39724772447,0.524216715762
133,133,1,1,2,2,0,99.4256813936,106.958076803,110.656125536,48.0174990746,42.7325901763,38.9835037997,255,255,255,16,28,27,0.116512849943,0.554784918296,0.932704958356,1.09019364555,1.18064358411,1.19828886798
134,134,3,2,15,7,0,99.8776262403,109.608499164,115.531157583,42.9686072375,40.8332747332,40.9112002615,255,255,255,11,14,12,3.02468561093,2.89564458481,2.55041775064,1.83655202429,1.65345035843,1.4062318203
135,135,1,0,10,4,0,67.4813011795,77.9827743383,80.1241448047,64.4672988952,60.9052139069,60.3833246491,255,255,255,1,5,10,0.814857368002,0.72852532908,0.779402093927,1.3784938491,1.34530489564,1.36305630046
136,136,1,9,3,22,0,63.3899766219,60.5378246541,61.2918316956,38.1833524106,40.4899815968,41.5383175021,255,255,255,7,8,2,10.5130764951,9.74089371814,8.99291416687,3.17352047755,3.08093791451,2.91555496654
137,137,6,3,0,0,0,121.607415398,125.191020327,120.855458862,46.2111911607,42.4062464276,41.5080906087,250,251,253,6,11,8,-0.669067497866,-0.325404017679,0.46512145008,0.567468080069,0.637613806794,0.879602764745
138,138,1,0,25,12,0,103.441263067,113.313812416,118.701785193,44.3354099488,41.0489641734,39.2289141046,255,255,255,18,21,21,3.09021881183,3.44824930982,3.71589428834,1.87979027937,1.77754367792,1.58589227215
139,139,2,4,9,0,8,122.609812158,122.195985918,119.575141188,22.3089207659,20.3592643878,20.2651399153,253,255,255,67,64,70,0.746700980979,1.04141082087,1.67956843289,0.9033747966,0.862444620595,1.11187023007
140,140,1,2,0,0,0,118.217038433,120.553912307,111.749102698,45.8360800129,42.0291706435,42.5684519765,253,254,255,5,11,3,-0.460715955403,0.0361785670197,0.936069230569,0.446669095955,0.665311607557,1.11160423993
141,141,5,28,0,16,0,123.20784541,124.551199748,120.536754237,53.5402524718,50.780847524,50.6432561651,255,255,255,10,16,1,-0.605643636804,-0.35083889316,-0.0142427677112,0.512559074428,0.472272569307,0.476876572426
142,142,1,1,3,5,0,116.131248548,120.87156992,123.258532225,36.5279830018,35.5685517078,35.8337714653,255,255,255,19,26,23,3.72874050609,3.95180801365,3.54240188793,1.8123340678,1.67834885343,1.3802076411
143,143,0,1,0,0,0,125.805381622,134.171258773,138.196674507,51.3000348955,45.2739810158,40.4387605401,255,255,255,1,13,13,-0.00166209267483,0.33632568628,0.892299125421,0.950095605869,0.860875909017,0.613848882025
144,144,8,0,18,0,20,114.860211598,123.087491659,126.526844194,29.0277020694,24.1984799902,24.6766521046,255,255,255,36,40,39,1.91796914288,3.53887808859,3.19569053204,1.42989795997,1.35084807054,1.36576875368
145,145,4,9,60,70,0,115.244451131,118.47811414,117.584370723,30.059493187,26.3981922018,25.1567863894,255,255,255,50,54,52,2.67821990709,4.2676103653,5.64690869313,1.55558745883,1.69680475316,1.60658432901
146,146,4,1,25,23,5,77.8785298156,92.3823765879,99.0910243408,56.3150359549,48.3962060679,42.3636327641,255,255,255,10,14,20,1.04236317383,1.50131714711,2.14635253999,1.47458624939,1.58327150735,1.67909868
147,147,6,4,44,4,26,133.132559062,139.340562016,140.996470063,45.2763043024,38.8692771061,34.8932042127,255,255,255,15,15,20,-0.386000752749,0.329598345966,1.16590920623,0.7442498844,0.598875326708,0.3459102702
148,148,0,3,0,6,0,104.958121102,105.441510513,104.306098161,32.0599973677,31.4245972635,31.404152052,255,255,255,13,13,15,3.47929157966,2.89807473932,2.48731894181,1.5005314646,0.974679156361,0.594343472115
149,149,2,5,0,2,0,132.106178213,133.364707269,132.352418515,32.3602507511,30.3925602475,30.2973659709,255,255,255,21,22,4,3.5482561947,3.43003762411,2.63175869119,1.25078038236,0.485436607883,-0.638023074579
150,150,0,2,0,0,0,106.499004457,108.647085443,107.421805987,29.2240939341,28.4926374864,27.7988814424,255,255,255,20,22,21,6.1629124938,5.97347292533,6.52959091842,1.94199321393,1.65761942682,1.3796849475
151,151,6,4,21,0,16,141.723222521,142.03684842,129.597803662,35.3117441951,33.3044144243,39.116732229,252,248,255,11,12,17,-0.284335813264,0.029432688172,-0.388106153133,0.000399111895867,-0.225017282179,0.234292435333
152,152,5,4,0,0,0,131.017519603,132.808764247,131.773693568,35.9453677416,36.1587046247,37.8327756749,255,255,255,12,19,7,2.34441435264,2.24252192801,1.79086072424,0.889152602183,0.620276012626,0.393698014649
153,153,12,27,0,0,0,116.396191967,117.98527559,118.813544649,26.956573061,24.7785653286,24.4720474731,255,255,255,28,26,27,5.74515529347,6.31565335397,5.37617511442,1.9141868164,1.34254737789,0.611198392502
154,154,6,13,62,25,0,99.0317591714,102.555155641,102.320770581,52.2315963419,48.5810057129,45.7475283079,255,255,255,12,18,19,-0.549506540201,-0.22907975666,0.161623044135,0.551061164684,0.704758015279,0.830475761312
155,155,23,11,114,5,65,108.780009444,129.076294921,142.798255454,69.0759249334,55.1561668883,43.954302015,255,255,255,15,27,5,-1.00681565886,-0.791641369568,-0.23817761645,0.721034888984,0.759504815271,0.861190477004
156,156,2,1,11,0,0,137.503339201,143.395813244,145.137301721,44.4445822357,40.2216957135,37.5408275291,255,255,255,23,26,20,0.411386763848,0.835167960486,1.46490120703,1.20031278483,1.21850687167,1.13473700129
157,157,1,1,15,0,0,119.165631002,135.468029482,138.331047623,46.8788894819,37.0862798609,35.2256473076,255,255,255,65,50,32,1.58196732454,2.44607184065,2.60307067712,1.65414057832,1.84230401838,1.87706129518
158,158,20,0,90,3,87,93.6907268207,96.5581369612,96.7045067369,46.9713705616,42.8379551663,39.7776668493,255,255,255,5,11,4,-0.634404242459,-0.385617336216,0.0849401946639,0.188083371172,0.278497281011,0.397765460761
159,159,0,6,0,0,0,85.572040091,115.679955597,132.353896752,53.4707803703,41.8266188057,35.3514553153,255,255,255,18,25,26,2.1376821418,2.85424004702,3.50286139593,1.80583588921,1.8547014102,1.80035260169
160,160,12,5,199,65,30,125.634483907,133.485003052,137.307929782,21.5393375341,16.6592199337,14.4746669853,255,255,255,38,41,42,10.1567483676,14.1002263566,16.7922802479,2.9523293711,2.6956322508,1.5446341511
161,161,2,5,5,0,0,94.7748780953,97.5977773339,92.858850654,44.8725136442,42.8192509973,41.7516584932,255,255,255,1,4,5,-0.376752334108,-0.270857814559,0.190970884155,0.16517959287,0.177335467022,0.41097941824
162,162,4,1,58,37,0,125.445727198,126.6256484,123.811093537,28.6123291294,24.3526740283,25.8312320675,255,255,253,23,30,7,2.14476204485,1.82869145056,2.28769407024,1.2016809142,0.915345856067,-0.29265974808
163,163,11,8,89,15,72,132.610161501,136.031118539,129.176995694,35.6948510091,30.7501223638,34.0023656678,255,255,255,10,15,1,-0.107488635248,0.731806321539,0.354543722796,-0.367424785015,-0.306365490211,-0.228020972962
164,164,32,15,248,14,169,73.7952522255,77.3368826896,76.798812149,51.5479221775,45.6759525409,40.5174581836,255,255,255,1,3,1,-0.504800138138,-0.187114912349,0.751206026005,0.628882539255,0.743040387393,1.08332610966
165,165,2,5,4,3,0,86.5110759653,98.3218000574,105.543542863,49.0654521086,41.7644523745,37.354313667,255,255,255,5,15,11,1.17629266749,2.18502047864,2.7541883413,1.34795371274,1.48680068539,1.44082942367
166,166,5,5,56,25,0,73.780637751,86.3967064656,89.0415534609,77.9610976621,71.863469945,70.0856647493,255,255,255,1,6,2,-0.358468366059,-0.271073715032,-0.17307786797,1.06177421019,1.09826761343,1.13618743436
167,167,1,0,0,0,0,133.631762472,141.858749172,141.944038425,45.8937392652,40.4049996496,37.6536978648,255,255,255,18,31,34,-0.48260510357,-0.184521710859,0.414949757137,0.836349955451,0.8826249481,1.04567859111
168,168,6,4,5,101,0,106.5850014,110.89468316,109.227085479,47.1086182996,37.7075401249,32.5334112185,255,255,255,12,12,6,-0.842799596293,-0.423143114964,0.421017217919,0.541987502634,0.517786361231,0.244478651957
169,169,4,2,35,14,11,117.581253162,121.643598766,120.640795441,41.3290170818,39.5492414528,39.9908215106,255,255,255,15,15,13,1.22633363981,1.52807697738,1.48152915947,1.28198076435,1.28832747047,1.14447099659
170,170,10,0,82,4,68,115.911580488,123.281406651,126.807033541,18.5027240293,14.5920483934,13.7169144845,255,255,255,49,40,43,5.5354077176,5.15533707406,6.30652589742,1.98906292208,0.571252994031,0.238835981076
171,171,0,23,3,37,0,128.128449162,131.90360157,135.303514887,20.773574481,16.6465889472,15.1210894171,255,255,254,30,32,29,9.40718017153,9.69624407301,10.5375647104,2.27450186771,1.29141379794,-1.27696623142
172,172,2,0,6,23,0,113.513813552,115.880858004,113.439610061,46.079174453,39.7063613355,38.3250174808,255,255,255,5,10,10,-1.02981228889,-0.698228250683,-0.172265694074,0.30863629633,0.38352005743,0.395157448743
173,173,4,0,6,6,0,103.16927743,109.921626155,112.470695327,52.1228794008,50.7196508795,51.0030029116,255,255,255,6,9,11,1.10363202438,1.07534212229,0.947196150538,1.26649055899,1.1492227583,1.00908759903
174,174,4,0,35,0,29,143.43257008,145.130313882,142.138184936,41.8187848076,42.4584722473,40.308551064,255,255,255,39,45,35,-0.0916811578393,-0.294438503093,-0.0648536051817,0.513291740204,0.330503220489,0.34699328651
175,175,2,1,4,18,0,131.717341841,141.530772421,148.492297892,30.2440829325,25.3417544831,23.091629952,255,255,255,44,54,13,5.38517567557,7.32815952288,8.10023619258,2.12953290277,2.4326457862,2.22522374815
176,176,17,9,92,6,56,139.146045931,141.775430635,137.226398459,45.3341586957,41.8661649056,42.268179422,255,255,255,8,15,12,-0.761723717822,-0.402394603628,0.000180609489988,0.298429759354,0.428051418586,0.599517785571
177,177,2,10,0,8,0,135.364292961,138.223149711,139.377465284,39.3296596343,37.6014932572,37.0641096118,255,255,255,32,29,25,2.1831586424,2.58097214525,2.66161496257,1.61349017469,1.51063629461,1.41802425575
178,178,2,0,2,2,0,159.653138496,160.841250118,159.927135708,57.3042693935,58.3906113792,59.9341138826,255,255,255,12,20,20,-0.905163859564,-0.912817471777,-1.0057754482,-0.448290692378,-0.417264165487,-0.330125065519
179,179,2,5,0,1,0,157.526187762,167.927393294,136.789107823,26.9032801704,21.89290252,35.3671073554,255,255,255,48,59,33,-0.22004432706,1.00037761596,1.44819574973,0.126426419888,0.110161812163,1.17576783754
180,180,3,1,7,4,0,51.5381886415,63.11725646,68.8833380869,43.9498919222,39.1327891837,37.3267202115,255,255,255,3,9,6,7.14571972291,8.60512804733,9.00583159336,2.6282189941,2.82929715423,2.8759439432
181,181,6,6,49,38,2,126.711974014,128.905462185,128.687351001,78.9349905442,75.6302583551,74.7530393377,255,255,255,8,10,2,-1.38673478962,-1.32992934452,-1.2940235045,0.29366339125,0.353832617671,0.414862760736
182,182,1,2,13,10,0,102.168585957,104.991778127,104.015489649,56.6071969558,55.112815603,54.3212891663,254,254,255,8,9,10,-0.837736679912,-0.714879745338,-0.4330634296,0.653646760937,0.683720414234,0.803531311797
183,183,6,7,31,28,0,76.1765849373,83.3724511679,80.1533279847,74.8207552274,66.1591490168,62.0255765638,255,255,255,1,1,1,-1.02785077768,-0.814901287087,-0.306354145837,0.759480612236,0.817739417005,1.01589953459
184,184,6,16,19,7,0,78.5599883998,77.8424439711,76.3131934895,62.3190519236,62.2699706221,62.8975162825,251,249,253,1,4,3,-0.291861725145,-0.223016863514,-0.0930462428174,0.987224974261,1.04229118274,1.10338436943
185,185,8,1,13,0,8,106.922658836,109.750240267,106.349698361,45.7227143526,42.9537870446,42.3438540481,255,255,255,4,10,9,-0.651413953782,-0.562611645013,-0.431053101645,-0.0824840318965,-0.0725854254153,0.140287438572
186,186,3,5,112,146,0,109.276585312,117.254391152,112.899418155,39.712831695,37.3495005844,38.751932219,255,255,255,11,12,4,2.16232244552,2.2723560215,2.4075840035,1.36685206622,0.896662122656,1.17513079855
187,187,56,14,592,8,434,127.777410809,127.343637208,127.195499699,53.6106481799,55.2460600785,54.8356881374,255,255,255,16,18,14,-0.274543942565,-0.202254870409,0.00138362368644,0.663373697349,0.712922691292,0.817309620161
188,188,1,3,10,19,0,114.074704489,129.617641035,137.554256887,55.4616837199,45.5839080317,40.7962550565,255,255,255,24,33,31,0.803112107719,1.52299059949,1.87810614908,1.27655408308,1.50439609001,1.54922208979
189,189,64,40,382,23,135,126.337575874,127.987367611,127.33474051,35.3747430987,32.7968560738,33.1488074553,255,255,255,23,19,16,1.30777620283,1.3138730746,1.19343128993,0.945825686276,0.324314399954,0.157675352166
190,190,1,0,2,6,0,122.639100229,130.143782249,136.824360569,15.6435133817,15.3164804755,15.7446204594,255,255,255,28,35,32,29.0933983413,25.2124757682,20.5672864977,4.16144873694,2.78908431555,0.87436708193
191,191,1,5,0,0,0,85.6314352529,94.0751828601,97.385191755,69.7382662082,65.3526004304,62.4819039236,255,255,255,4,6,1,-0.0927735306608,0.18477417292,0.491293833757,1.0904969136,1.21024744151,1.32132718351
192,192,1,0,0,0,0,36.2160137554,60.9828958076,65.0242707962,46.8861788077,39.4823105005,37.3527955401,255,255,255,1,3,4,7.02075745286,7.65353253063,8.56869462547,2.79140436785,2.80991454394,2.92126638254
193,193,2,1,29,15,0,78.7335142999,95.4935438235,102.890875465,51.220339275,42.1297838972,39.1000054294,255,255,255,11,22,9,3.21778490319,4.92902642949,5.37706516936,1.99971297843,2.34829999665,2.40207589683
194,194,1,0,0,0,0,108.720975194,115.272285663,114.702354724,36.3988012176,31.0033672216,28.8006315415,255,255,255,47,48,45,-0.816462221384,-0.533807541278,0.0324861748237,0.666153098744,0.71777061757,0.972031917712
195,195,4,0,63,24,0,112.400047768,121.875986403,125.932292355,31.6302541192,26.5439734044,24.3722205821,255,255,255,42,44,44,5.98261119774,7.8644174084,8.96276248644,2.42055212611,2.66795339434,2.72707196155
196,196,12,8,106,11,64,123.280171226,127.87835425,119.633082883,28.5396862053,25.0710524192,27.2378462167,255,255,255,25,31,32,2.00214086556,3.03111217904,3.12629650362,1.28281646508,1.14935177992,0.937561911705
197,197,7,3,79,6,62,115.905093302,120.338594623,118.208242776,45.8634191095,44.1998757802,46.80001665,255,255,255,2,9,1,2.03414007296,2.12703094965,1.58290260943,1.01829645168,0.999565629398,0.832732452164
198,198,3,2,0,0,0,121.018973117,121.940125602,122.768595689,39.4284725186,38.7386745987,38.2663627288,255,255,255,36,40,39,1.57405217465,1.9832039129,2.35998474892,1.34537404131,1.38749793952,1.41932889528
199,199,1,0,0,0,0,133.373668837,136.244259402,128.073776187,39.7268830518,37.1078618694,44.4663199566,255,255,255,13,11,12,-0.428201848014,-0.0664512392845,-0.455208433857,0.218271981138,0.379257906949,0.4901942752
200,200,36,3,56,2,5,93.9848361384,95.5944700802,92.236383297,46.7242008169,44.9227052455,45.3354305208,243,245,252,1,4,1,-0.882248958484,-0.837405534564,-0.775011958864,-0.146791447112,-0.0891997744768,0.0589228486218
201,201,9,2,44,13,33,101.150910089,102.242689213,92.8824831478,41.7734063618,43.4726289423,41.3573595438,255,255,255,11,12,4,0.322940462475,-0.00315303449823,1.06178976788,0.921702506577,0.687340907437,1.02848415009
202,202,3,0,11,23,0,132.245597957,134.184521305,130.984801214,43.6067335246,38.9978199537,36.2721963961,255,255,255,6,18,2,0.546938228077,0.962866807249,1.41071835926,0.486487610495,0.0734138811403,-0.268936204438
203,203,8,8,43,59,2,112.577558529,117.567920437,118.171646107,42.6111275279,37.8482970345,36.8305053472,255,255,255,9,14,12,1.38036064162,1.92198512881,2.18452420408,1.26921865236,0.859387795629,0.734374203425
204,204,4,8,1,6,1,100.237419722,126.98185531,138.983462511,64.5452043695,48.5381351128,41.3367948239,255,255,255,23,18,15,-0.0418750258262,0.689847392638,1.27203289326,1.19045714796,1.36651183576,1.43634189307
205,205,14,1,135,10,68,136.243002162,136.377000355,136.073503794,33.7136749909,33.2449543134,33.214980222,255,255,255,36,36,29,2.3981966547,3.061628349,3.23644677662,1.41312129999,1.35643710501,1.20591745068
206,206,0,5,1,19,1,132.085302172,135.876636609,135.822001061,42.1046579136,39.4237917825,31.9722841615,255,255,255,30,31,24,0.470433060174,0.468018724751,1.48179460871,0.992165345037,0.952646499135,0.886195309026
207,207,1,1,3,4,0,111.674230683,115.267184514,120.255732527,49.2081483822,51.8114330289,50.5387938156,255,255,255,34,29,19,1.82562781614,1.3488407805,1.32875415476,1.73890341007,1.58484264881,1.48974038078
208,208,4,3,0,0,0,126.397118707,133.817876293,127.444942422,32.5577295357,26.1473764231,28.6130187334,255,255,255,30,26,21,0.523250050899,0.918004033932,0.336895517086,1.19300184245,1.09616992123,-0.0212795878076
209,209,4,9,0,1,0,136.627381626,138.398645297,138.824337797,36.9687890905,34.1950031285,33.4318389984,255,255,255,22,23,26,1.07336620113,1.50819182476,1.87201180012,1.13831079802,0.853695942039,0.398506232509
210,210,2,9,1,15,0,140.27695747,139.41088332,139.098103952,34.2915835024,37.5661017708,38.1621917617,255,255,255,48,54,55,1.90555430469,1.95084416231,2.02282736988,1.25217247444,1.37847329037,1.41500859559
211,211,19,5,185,20,243,117.048438362,121.898652041,115.896274762,42.1302876156,36.6787828002,39.0688071091,255,255,255,27,34,17,-0.261363218688,0.780758328894,1.08195248851,0.477639322926,0.677648065248,0.766979839666
212,212,4,6,16,0,0,125.92584369,133.212047091,134.460046201,49.9492195544,44.0221064901,40.8282950198,255,255,255,29,28,26,-0.25777447118,0.100284287473,0.563594032065,1.07929352079,1.15961716694,1.2205626316
213,213,11,12,26,44,6,94.1838341418,102.095390798,103.772071535,70.8928854245,66.1298985246,65.069243657,255,255,255,1,5,1,-0.343501950604,-0.192832161709,-0.0645388585999,0.89067448581,0.941586314023,0.995627971391
